id,question_id,concept_id,batch,system,stem,options,correct_answer,explanation,cognitive_error,status
8f5e2492-6af8-44b0-9918-87919e3ed938,B2_Q37,antibiotic-deescalation-culture,Batch2,Infectious Disease,"A 64-year-old man was started on vancomycin and piperacillin-tazobactam for healthcare-associated pneumonia. Blood cultures grow methicillin-sensitive Staphylococcus aureus (MSSA). He has defervesced and is clinically improving at 72 hours.

What is the most appropriate antibiotic adjustment?","[{""text"":""Continue vancomycin and piperacillin-tazobactam for full course"",""label"":""A""},{""text"":""Stop vancomycin; continue piperacillin-tazobactam"",""label"":""B""},{""text"":""Stop both; switch to nafcillin or cefazolin"",""label"":""C""},{""text"":""Stop piperacillin-tazobactam; continue vancomycin"",""label"":""D""},{""text"":""Add gentamicin for synergy"",""label"":""E""}]",C,"Pathophysiology: Antibiotic de-escalation based on culture and sensitivity data is essential stewardship. MSSA bacteremia should be treated with a beta-lactam (nafcillin, oxacillin, or cefazolin), which has superior efficacy compared to vancomycin for MSSA. The patient is clinically improving, supporting de-escalation. Note: MSSA bacteremia typically requires 4-6 weeks of treatment with evaluation for endocarditis.

Distractor Analysis: (A) Continue vancomycin and piperacillin-tazobactam for full cou...: Continuing broad-spectrum empiric therapy (A) promotes resistance and adverse effects. (B) Stop vancomycin; continue piperacillin-tazobactam: Incorrect for this clinical scenario. (D) Stop piperacillin-tazobactam; continue vancomycin: Continuing vancomycin (D) provides inferior MSSA coverage. (E) Add gentamicin for synergy: Incorrect for this clinical scenario.

Clinical Pearl: Note: MSSA bacteremia typically requires 4-6 weeks of treatment with evaluation for endocarditis.",,active
e53b2804-4349-4cd5-9074-892114e6be9a,B2_Q38,latent-tb-treatment-indications,Batch2,Infectious Disease,"A 34-year-old healthcare worker from the Philippines has a positive interferon-gamma release assay (IGRA) during routine screening. Chest X-ray is normal. She has no symptoms of cough, fever, night sweats, or weight loss. She has no history of TB treatment. She is not immunocompromised.

What is the most appropriate management?","[{""text"":""No treatment needed if asymptomatic with normal chest X-ray"",""label"":""A""},{""text"":""Treat for latent TB infection"",""label"":""B""},{""text"":""Repeat IGRA in 3 months to confirm"",""label"":""C""},{""text"":""Treat only if she develops active TB symptoms"",""label"":""D""},{""text"":""Isoniazid prophylaxis only for immunocompromised patients"",""label"":""E""}]",B,"Pathophysiology: This patient has latent TB infection (LTBI): positive IGRA with no symptoms or radiographic evidence of active disease. Healthcare workers have ongoing TB exposure risk, and LTBI treatment reduces her 5-10% lifetime risk of reactivation to <1%. Treatment options include 4 months of rifampin, 3 months of isoniazid-rifapentine, or 6-9 months of isoniazid. Foreign-born individuals from high-prevalence countries and healthcare workers are high-risk groups for whom LTBI treatment is recommended.

Distractor Analysis: (A) No treatment needed if asymptomatic with normal chest X-ray: Incorrect for this clinical scenario. (C) Repeat IGRA in 3 months to confirm: Incorrect for this clinical scenario. (D) Treat only if she develops active TB symptoms: Waiting for active disease (D) is inappropriate prevention. (E) Isoniazid prophylaxis only for immunocompromised patients: Incorrect for this clinical scenario.

Clinical Pearl: Waiting for active disease (D) is inappropriate prevention.",,active
3eb1872c-70cb-4f2a-9eec-76cbe3267e6c,B2_Q39,aed-selection-comorbidity,Batch2,Neurology,"A 28-year-old woman with newly diagnosed focal epilepsy requires anti-seizure medication. She is planning pregnancy within the next year. She has no other medical conditions.

Which anti-seizure medication should be avoided due to teratogenicity concerns?","[{""text"":""Levetiracetam"",""label"":""A""},{""text"":""Lamotrigine"",""label"":""B""},{""text"":""Valproate"",""label"":""C""},{""text"":""Lacosamide"",""label"":""D""},{""text"":""Oxcarbazepine"",""label"":""E""}]",C,"Pathophysiology: Valproate is the most teratogenic anti-seizure medication and should be avoided in women of childbearing potential. It causes neural tube defects, craniofacial abnormalities, and neurodevelopmental impairment at rates significantly higher than other ASMs. All women on ASMs planning pregnancy should take high-dose folic acid (4 mg daily). Valproate also has significant weight gain and polycystic ovary syndrome associations.

Distractor Analysis: (A) Levetiracetam: Levetiracetam (A) and lamotrigine (B) have the best safety data in pregnancy and are preferred for women planning conception. (B) Lamotrigine: Levetiracetam (A) and lamotrigine (B) have the best safety data in pregnancy and are preferred for women planning conception. (D) Lacosamide: Incorrect for this clinical scenario. (E) Oxcarbazepine: Incorrect for this clinical scenario.

Clinical Pearl: Valproate also has significant weight gain and polycystic ovary syndrome associations.",,active
cd9e2951-6356-4b76-b4a0-0eee4d1150c9,B2_Q40,lumbar-puncture-imaging-first,Batch2,Neurology,"A 52-year-old man presents with fever, severe headache, and neck stiffness. He is alert and oriented with no focal neurologic deficits. Fundoscopic exam is normal without papilledema. He is immunocompetent with no HIV risk factors.

What is the most appropriate next step before lumbar puncture?","[{""text"":""CT head is required before LP in all patients with suspected meningitis"",""label"":""A""},{""text"":""Proceed directly to LP; CT head not needed"",""label"":""B""},{""text"":""MRI brain before LP"",""label"":""C""},{""text"":""CT head required because of his age >50"",""label"":""D""},{""text"":""Blood cultures and antibiotics; defer LP"",""label"":""E""}]",B,"Pathophysiology: CT before LP is only required if the patient has risk factors for herniation or space-occupying lesion: focal neurologic deficits, papilledema, altered mental status, immunocompromised state (HIV, transplant), or history of CNS disease. This patient has none of these features: he is alert, oriented, non-immunocompromised, without focal findings or papilledema. LP can proceed immediately. Delaying LP for imaging can delay diagnosis and treatment of bacterial meningitis.

Distractor Analysis: (A) CT head is required before LP in all patients with suspected...: Incorrect for this clinical scenario. (C) MRI brain before LP: Incorrect for this clinical scenario. (D) CT head required because of his age >50: Age alone (D) is not an indication for pre-LP imaging. (E) Blood cultures and antibiotics; defer LP: Incorrect for this clinical scenario.

Clinical Pearl: Delaying LP for imaging can delay diagnosis and treatment of bacterial meningitis.",,active
64aef697-c296-463e-b8ec-5ae3238732db,B2_Q41,ssri-discontinuation-syndrome,Batch2,Psychiatry,"A 38-year-old woman on paroxetine 40 mg daily for 2 years abruptly stops her medication because she ""feels better."" Five days later, she presents with dizziness, nausea, ""electric shock"" sensations, irritability, and vivid dreams. Her vital signs are normal.

What is the most likely diagnosis?","[{""text"":""Recurrence of major depressive disorder"",""label"":""A""},{""text"":""Serotonin syndrome"",""label"":""B""},{""text"":""SSRI discontinuation syndrome"",""label"":""C""},{""text"":""Generalized anxiety disorder"",""label"":""D""},{""text"":""Panic disorder"",""label"":""E""}]",C,"Pathophysiology: SSRI discontinuation syndrome occurs when SSRIs (especially those with short half-lives like paroxetine and venlafaxine) are abruptly stopped. Symptoms include ""FINISH"": Flu-like symptoms, Insomnia, Nausea, Imbalance/dizziness, Sensory disturbances (electric shock/""brain zaps""), and Hyperarousal. Symptoms typically begin 2-4 days after stopping and resolve within 1-2 weeks or upon reinstatement. Treatment: restart medication and taper gradually.

Distractor Analysis: (A) Recurrence of major depressive disorder: Incorrect for this clinical scenario. (B) Serotonin syndrome: This is not serotonin syndrome (B), which presents with hyperthermia, rigidity, and autonomic instability from serotonin excess. (D) Generalized anxiety disorder: Incorrect for this clinical scenario. (E) Panic disorder: Incorrect for this clinical scenario.

Clinical Pearl: Treatment: restart medication and taper gradually.",,active
9d269a07-3606-4f4a-847a-74e9065d9262,B2_Q42,antidepressant-switch-washout,Batch2,Psychiatry,"A 45-year-old woman with treatment-resistant depression on fluoxetine 60 mg is transitioning to phenelzine (an MAOI) after failing multiple medication trials. The psychiatrist plans to stop fluoxetine.

What is the minimum required washout period before starting phenelzine?","[{""text"":""No washout needed; start immediately"",""label"":""A""},{""text"":""2 weeks"",""label"":""B""},{""text"":""3 weeks"",""label"":""C""},{""text"":""5 weeks"",""label"":""D""},{""text"":""8 weeks"",""label"":""E""}]",D,"Pathophysiology: Switching from an SSRI to an MAOI requires a washout period to prevent serotonin syndrome. For most SSRIs, 2 weeks (5 half-lives) is sufficient. However, fluoxetine has a long half-life (4-6 days) and an active metabolite (norfluoxetine) with a half-life of 4-16 days, requiring at least 5 weeks washout. Similarly, when switching FROM an MAOI TO any serotonergic agent, a 2-week washout is required.

Distractor Analysis: (A) No washout needed; start immediately: Incorrect for this clinical scenario. (B) 2 weeks: Incorrect for this clinical scenario. (C) 3 weeks: Incorrect for this clinical scenario. (E) 8 weeks: Incorrect for this clinical scenario.

Clinical Pearl: This patient cannot start phenelzine for at least 5 weeks after stopping fluoxetine.",,active
3550532a-bad8-4f87-86b2-ddb953bd7b27,B2_Q43,benzodiazepine-elderly-avoid,Batch2,Psychiatry,"An 82-year-old woman with mild dementia is admitted to the hospital for hip fracture repair. Post-operatively, she is agitated and having difficulty sleeping. Her daughter asks if she can receive ""something to help her relax and sleep,"" mentioning her mother took lorazepam in the past.

Why should benzodiazepines be avoided in this patient?","[{""text"":""Benzodiazepines are contraindicated after surgery"",""label"":""A""},{""text"":""Risk of falls, cognitive impairment, and paradoxical agitation in elderly"",""label"":""B""},{""text"":""Benzodiazepines are ineffective for insomnia"",""label"":""C""},{""text"":""Lorazepam is only available in IV formulation"",""label"":""D""},{""text"":""Benzodiazepines cause serotonin syndrome in elderly"",""label"":""E""}]",B,"Pathophysiology: Benzodiazepines are included on the Beers Criteria of potentially inappropriate medications in older adults. In the elderly, they increase risk of: falls and hip fractures, cognitive impairment, confusion and delirium (especially in those with baseline dementia), paradoxical agitation/disinhibition, over-sedation, and respiratory depression. This patient with dementia and recent hip fracture is at particularly high risk. Alternatives for insomnia include sleep hygiene, melatonin, or low-dose trazodone.

Distractor Analysis: (A) Benzodiazepines are contraindicated after surgery: Incorrect for this clinical scenario. (C) Benzodiazepines are ineffective for insomnia: Incorrect for this clinical scenario. (D) Lorazepam is only available in IV formulation: Incorrect for this clinical scenario. (E) Benzodiazepines cause serotonin syndrome in elderly: Incorrect for this clinical scenario.

Clinical Pearl: Non-pharmacologic delirium prevention is preferred.",,active
b466763c-a58f-4fbf-ae13-061a9c6c75dc,B3_abnormal-pap-colposcopy-timing,abnormal-pap-colposcopy-timing,Batch3,OB/GYN,"A 32-year-old woman has a Pap smear showing atypical squamous cells of undetermined significance (ASC-US) with positive high-risk HPV co-testing. She had a normal Pap with negative HPV 3 years ago. She has no history of abnormal Paps or cervical procedures.

What is the most appropriate next step?","[{""text"":""Repeat co-testing in 1 year"",""label"":""A""},{""text"":""Colposcopy"",""label"":""B""},{""text"":""Repeat cytology alone in 6 months"",""label"":""C""},{""text"":""HPV genotyping for types 16/18"",""label"":""D""},{""text"":""Repeat co-testing in 3 years"",""label"":""E""}]",B,"Pathophysiology: Management of abnormal cervical cytology depends on the Pap result AND HPV status: Cytology HPV Status Management ASC-US HPV positive Colposcopy ASC-US HPV negative Repeat co-testing in 3 years ASC-US HPV unknown Reflex HPV testing or repeat cytology in 1 year LSIL Any Colposcopy (regardless of HPV) ASC-H Any Colposcopy HSIL Any Colposcopy (consider immediate LEEP) This patient: • ASC-US + HPV positive = Colposcopy indicated The combination of abnormal cytology and high-risk HPV significantly increases the risk of underlying CIN2+ compared to either finding alone. HPV 16/18 genotyping is used in some algorithms when Pap is normal with positive HPV, not for ASC-US/HPV+. • A: One-year follow-up is for lower-risk scenarios (e.g., ASC-US with HPV unknown) • C: Cytology alone at 6 months was the old algorithm before HPV co-testing • D: Genotyping for 16/18 is used when cytology is negative but HPV is positive (to decide between 1-year repeat vs colposcopy) • E: Three-year repeat is for ASC-US with negative HPV (very low risk)  ASC-US + HPV positive = colposcopy. ASC-US + HPV negative = repeat co-testing in 3 years.

Distractor Analysis: (A) Repeat co-testing in 1 year: Incorrect for this clinical scenario. (C) Repeat cytology alone in 6 months: Incorrect for this clinical scenario. (D) HPV genotyping for types 16/18: Incorrect for this clinical scenario. (E) Repeat co-testing in 3 years: Incorrect for this clinical scenario.

Clinical Pearl: LSIL or higher = colposcopy regardless of HPV status.",,active
e432d5c3-a682-49a6-8b6d-6159d6eb8096,B3_acute-limb-ischemia-revascularization-timing,acute-limb-ischemia-revascularization-timing,Batch3,Surgery,"A 68-year-old man with atrial fibrillation (non-adherent with anticoagulation) presents with acute onset of severe left leg pain and numbness 4 hours ago. Exam shows a cold, pale leg with no palpable pulses below the femoral artery. The foot is mottled. He has minimal motor function (cannot wiggle toes) and absent sensation below the ankle.

What is the most appropriate management?","[{""text"":""Systemic anticoagulation and vascular surgery consultation within 24 hours"",""label"":""A""},{""text"":""Immediate thrombolysis via catheter-directed approach"",""label"":""B""},{""text"":""Emergent surgical embolectomy"",""label"":""C""},{""text"":""CT angiography to localize obstruction before treatment"",""label"":""D""},{""text"":""Amputation given the severity of ischemia"",""label"":""E""}]",C,"Pathophysiology: Acute limb ischemia (ALI) classification guides management urgency: Rutherford Classification: Class Motor Sensory Doppler Viability Management I Intact Intact Audible Viable Anticoagulation; elective revascularization IIA Intact Mild loss Inaudible Marginally threatened Urgent revascularization (within hours) IIB Mild-moderate loss More than toes Inaudible Immediately threatened Emergent revascularization III Profound paralysis Anesthetic None Irreversible Amputation This patient: • 4-hour duration • Motor loss (cannot wiggle toes) • Sensory loss to ankle • Mottled foot = Rutherford IIB (immediately threatened limb) Treatment for Class IIB: • Emergent revascularization — surgical embolectomy preferred for embolic etiology (AFib source) • Time is muscle — delays lead to irreversible damage and progression to Class III • Heparin anticoagulation should be given immediately while preparing for OR Embolectomy vs thrombolysis: • Embolectomy: Preferred for IIB, embolic source, <14 days duration; faster • Thrombolysis: Better for thrombotic occlusion of native vessel/graft; Class I–IIA; requires 12–24 hours to work  • A: Class IIB requires emergent intervention, not next-day consultation • B: Thrombolysis too slow for immediately threatened limb; risk of irreversible damage during infusion • D: Imaging delays revascularization; clinical exam sufficient to diagnose ALI and proceed • E: Limb is still potentially salvageable (motor function present, <6 hours); amputation only for Class III  Acute limb ischemia with motor deficit (Rutherford IIB) = emergent surgical revascularization. Thrombolysis is too slow for immediately threatened limbs. Class III (profound paralysis, anesthesia, rigor) = amputation. Psychiatry

Distractor Analysis: (A) Systemic anticoagulation and vascular surgery consultation w...: Incorrect for this clinical scenario. (B) Immediate thrombolysis via catheter-directed approach: Incorrect for this clinical scenario. (D) CT angiography to localize obstruction before treatment: Incorrect for this clinical scenario. (E) Amputation given the severity of ischemia: Incorrect for this clinical scenario.

Clinical Pearl: Class III (profound paralysis, anesthesia, rigor) = amputation.",,active
9b81919f-26bb-4156-8597-30f7a5a2f66f,B3_adolescent-scoliosis-brace-vs-observe,adolescent-scoliosis-brace-vs-observe,Batch3,Pediatrics,"A 12-year-old girl is evaluated for scoliosis noted on school screening. She has no back pain. She had menarche 6 months ago. Spine radiograph shows a 28-degree right thoracic curve. Risser sign is 1.

What is the most appropriate management?","[{""text"":""Observation with repeat imaging in 6–12 months"",""label"":""A""},{""text"":""Full-time bracing (23 hours/day)"",""label"":""B""},{""text"":""Physical therapy and core strengthening"",""label"":""C""},{""text"":""Referral for surgical consultation"",""label"":""D""},{""text"":""Nighttime-only bracing"",""label"":""E""}]",B,"Pathophysiology: Adolescent idiopathic scoliosis (AIS) management depends on curve magnitude and skeletal maturity: Skeletal maturity indicators: • Risser sign: 0–1 = immature (significant growth remaining); 4–5 = mature • Menarche: Growth typically continues 2 years post-menarche • Triradiate cartilage: Open = immature Management algorithm: Curve Risser 0–2 (Immature) Risser 3+ (Mature) <25° Observe q4-6 months Observe annually 25–40° Brace (18–23 hr/day) Observe >40–50° Surgical evaluation Observe or surgery if progressing This patient: • 28° curve (within bracing range 25–40°) • Risser 1 (immature, significant growth remaining) • 6 months post-menarche (1.5 years of growth remaining) Bracing efficacy (BrAIST trial): • Full-time bracing (average 18+ hours/day) significantly reduces progression to surgical threshold • Number needed to treat = 3  • A: Observation alone inappropriate for skeletally immature patient with curve in bracing range—high progression risk • C: Physical therapy does not prevent curve progression; may improve symptoms but not curvature • D: Surgical threshold typically >45–50°; this curve doesn't meet criteria • E: Nighttime-only bracing less effective; full-time recommended for curves approaching 30°  AIS + Cobb angle 25–40° + Risser 0–2 (immature) = full-time bracing. Observation for curves <25° or skeletally mature patients. Surgery for curves >45–50°.

Distractor Analysis: (A) Observation with repeat imaging in 6–12 months: Incorrect for this clinical scenario. (C) Physical therapy and core strengthening: Incorrect for this clinical scenario. (D) Referral for surgical consultation: Incorrect for this clinical scenario. (E) Nighttime-only bracing: Incorrect for this clinical scenario.

Clinical Pearl: Surgery for curves >45–50°.",,active
e196362c-3a07-41cc-ba5e-97fe1ef65e2e,B3_anastomotic-leak-early-vs-late,anastomotic-leak-early-vs-late,Batch3,Surgery,"A 62-year-old man underwent low anterior resection for rectal cancer 12 days ago. He was progressing well until today when he developed fever (38.6°C), tachycardia, and diffuse abdominal tenderness with guarding. CT abdomen/pelvis shows extraluminal air and fluid collection adjacent to the colorectal anastomosis with free fluid in the pelvis.

What is the most appropriate management?","[{""text"":""Broad-spectrum antibiotics and observation"",""label"":""A""},{""text"":""CT-guided percutaneous drainage"",""label"":""B""},{""text"":""Operative intervention with likely fecal diversion"",""label"":""C""},{""text"":""Endoscopic stent placement across the anastomosis"",""label"":""D""},{""text"":""Total parenteral nutrition and bowel rest for 2 weeks"",""label"":""E""}]",C,"Pathophysiology: Anastomotic leak management depends on timing, patient stability, and leak characteristics: Leak classification: Timing Characteristics Management Early (<7 days) Often technical failure; fresh tissues allow primary repair Reoperation: revision of anastomosis or diversion Timing Characteristics Management Late (7–14 days) Tissues friable; primary repair usually not possible Diversion (stoma) ± drainage; avoid anastomotic revision Contained leak No peritonitis, walled-off collection Percutaneous drainage + antibiotics Uncontained leak Peritonitis, sepsis, free spillage Operative intervention This patient: • Post-operative day 12 (late leak) • Peritonitis (diffuse tenderness, guarding) • Free fluid in pelvis (uncontained) • CT shows extraluminal air at anastomosis Surgical approach for late uncontained leak: 1. Exploratory laparotomy 2. Washout of peritoneal cavity 3. Fecal diversion (end colostomy, Hartmann procedure, or proximal diverting loop ileostomy) 4.

Distractor Analysis: (A) Broad-spectrum antibiotics and observation: Incorrect for this clinical scenario. (B) CT-guided percutaneous drainage: Incorrect for this clinical scenario. (D) Endoscopic stent placement across the anastomosis: Incorrect for this clinical scenario. (E) Total parenteral nutrition and bowel rest for 2 weeks: Incorrect for this clinical scenario.

Clinical Pearl: Late leaks (>7 days) preclude primary repair—divert proximally and allow to heal.",,active
b153ebcf-0622-4c90-a654-eab629be164c,B3_antidepressant-pregnancy-continuation,antidepressant-pregnancy-continuation,Batch3,Psychiatry,"A 29-year-old woman at 8 weeks gestation has a history of severe recurrent major depressive disorder with two prior hospitalizations for suicidal ideation. She has been stable on sertraline 150mg daily for 3 years. She asks whether she should stop her medication to protect her baby.

What is the most appropriate recommendation?","[{""text"":""Discontinue sertraline; depression can be managed with psychotherapy during pregnancy"",""label"":""A""},{""text"":""Continue sertraline at current dose with close monitoring"",""label"":""B""},{""text"":""Switch to bupropion, which has the lowest teratogenic risk"",""label"":""C""},{""text"":""Taper sertraline and discontinue by second trimester"",""label"":""D""},{""text"":""Discontinue sertraline and start fluoxetine, which has more safety data"",""label"":""E""}]",B,"Pathophysiology: Antidepressant use in pregnancy requires weighing fetal risks against maternal relapse risk: SSRI risks in pregnancy: • First trimester: Small absolute increase in cardiac defects (paroxetine > others); overall risk remains low (~1%) • Third trimester: Neonatal adaptation syndrome (30%) — jitteriness, respiratory distress; transient, not life- threatening • No increased risk of major malformations with sertraline or fluoxetine Maternal depression risks (untreated): • Relapse rate: 60–70% if antidepressant discontinued during pregnancy • Poor prenatal care, substance use, poor nutrition • Preterm birth, low birth weight • Postpartum depression • Suicide Risk-benefit analysis: Scenario Recommendation Mild depression, single episode Consider taper; psychotherapy Severe/recurrent depression, prior hospitalization Continue antidepressant Currently stable for years Continuation preferred; high relapse risk with discontinuation This patient: • Severe recurrent MDD with hospitalizations • Stable on sertraline (favorable safety profile) • High relapse risk if discontinued The benefit of continued treatment clearly outweighs the small, uncertain fetal risks. • A: Psychotherapy alone inadequate for severe recurrent MDD; high relapse risk • C: No evidence bupropion is safer; switching stable medication introduces unnecessary risk • D: Tapering in stable patient with severe history risks relapse • E: Fluoxetine and sertraline have similar safety data; no benefit to switching stable medication  Severe/recurrent depression stable on SSRI → continue antidepressant throughout pregnancy. Untreated maternal depression poses greater risk than SSRIs (especially sertraline, fluoxetine). Discontinuation leads to 60–70% relapse.

Distractor Analysis: (A) Discontinue sertraline; depression can be managed with psych...: Incorrect for this clinical scenario. (C) Switch to bupropion, which has the lowest teratogenic risk: Incorrect for this clinical scenario. (D) Taper sertraline and discontinue by second trimester: Incorrect for this clinical scenario. (E) Discontinue sertraline and start fluoxetine, which has more ...: Incorrect for this clinical scenario.

Clinical Pearl: Discontinuation leads to 60–70% relapse.",,active
f3a75d79-1877-47ef-a8da-e2ed158347e1,B3_antipsychotic-switch-vs-clozapine,antipsychotic-switch-vs-clozapine,Batch3,Psychiatry,"A 32-year-old man with schizophrenia has persistent auditory hallucinations and disorganized thinking despite adequate trials of risperidone (6mg x 8 weeks), olanzapine (20mg x 10 weeks), and aripiprazole (30mg x 8 weeks) with confirmed adherence. He has no history of seizures. His symptoms significantly impair his daily functioning.

What is the most appropriate next step in management?","[{""text"":""Add a second antipsychotic to current regimen"",""label"":""A""},{""text"":""Initiate clozapine"",""label"":""B""},{""text"":""Trial another atypical antipsychotic (ziprasidone)"",""label"":""C""},{""text"":""Add valproate for mood stabilization"",""label"":""D""},{""text"":""Initiate long-acting injectable antipsychotic"",""label"":""E""}]",B,"Pathophysiology: Treatment-resistant schizophrenia (TRS) is defined as failure of ≥2 adequate antipsychotic trials (including at least one atypical). Clozapine is the ONLY antipsychotic with proven efficacy for TRS: Feature Clozapine Indication Treatment-resistant schizophrenia (failed ≥2 antipsychotics) Efficacy 30–60% response rate in TRS (no other agent approaches this) Unique benefits Reduces suicidality in schizophrenia (FDA indication); may reduce violence Monitoring requirement Weekly → biweekly → monthly ANC due to agranulocytosis risk (1%) Other side effects Metabolic syndrome, seizures (dose-related), myocarditis, constipation/ileus This patient: • Failed 3 adequate antipsychotic trials with documented adherence • Meets definition of TRS • No seizure history (would require extra caution but not contraindication) Key point: There is no evidence that switching between non-clozapine antipsychotics improves outcomes after 2 failures. Clozapine has unique efficacy that other antipsychotics lack. • A: Antipsychotic polypharmacy lacks evidence; adds side effects without proven benefit • C: Fourth trial of non-clozapine antipsychotic delays effective treatment; low likelihood of response • D: Valproate augmentation has minimal evidence in schizophrenia without mood component • E: LAI improves adherence but this patient has confirmed adherence; efficacy still limited by TRS  Treatment-resistant schizophrenia (failed ≥2 antipsychotic trials) → clozapine is the only evidence-based option.

Distractor Analysis: (A) Add a second antipsychotic to current regimen: Incorrect for this clinical scenario. (C) Trial another atypical antipsychotic (ziprasidone): Incorrect for this clinical scenario. (D) Add valproate for mood stabilization: Incorrect for this clinical scenario. (E) Initiate long-acting injectable antipsychotic: Incorrect for this clinical scenario.

Clinical Pearl: Requires ANC monitoring for agranulocytosis.",,active
37a0a3d0-f9d5-4794-acec-43dc9f01dbbf,B3_benzodiazepine-taper-protocol,benzodiazepine-taper-protocol,Batch3,Psychiatry,"A 62-year-old woman has been taking alprazolam 1mg three times daily for generalized anxiety disorder for 8 years, prescribed by her previous physician. She wants to discontinue due to cognitive concerns. She has no history of seizures or complicated withdrawal.

What is the most appropriate tapering approach?","[{""text"":""Discontinue alprazolam and start buspirone for anxiety coverage"",""label"":""A""},{""text"":""Reduce alprazolam dose by 25% every 2 weeks until discontinued"",""label"":""B""},{""text"":""Convert to equivalent dose of long-acting benzodiazepine, then taper gradually over months"",""label"":""C""},{""text"":""Reduce alprazolam by 50% immediately, then taper the remainder over 4 weeks"",""label"":""D""},{""text"":""Refer to inpatient detoxification for medically supervised withdrawal"",""label"":""E""}]",C,"Pathophysiology: Benzodiazepine discontinuation requires careful tapering to prevent withdrawal seizures and severe symptoms: Risk factors for complicated withdrawal: • Long duration of use (this patient: 8 years — high risk) • High doses • Short-acting agents (alprazolam — high risk) • History of seizures or complicated withdrawal • Concurrent alcohol use Tapering protocol for long-term, short-acting benzodiazepine: Step Action 1 Convert to long-acting benzodiazepine (diazepam or clonazepam) 2 Gradual taper over weeks to months (longer duration = slower taper) Step Action 3 Typical reduction: 10–25% every 1–2 weeks initially; slower near the end 4 Total taper: 6–12 months for long-term users Why convert to long-acting agent? • Short-acting agents (alprazolam, lorazepam) cause interdose withdrawal and wide plasma fluctuations • Long-acting agents (diazepam, clonazepam) provide stable plasma levels, smoother taper • Conversion: Alprazolam 1mg ≈ Diazepam 10–20mg ≈ Clonazepam 0.5mg  • A: Abrupt discontinuation after 8 years risks severe withdrawal including seizures; buspirone doesn't prevent BZD withdrawal • B: Tapering alprazolam directly is difficult due to short half-life and interdose fluctuations • D: 50% immediate reduction too aggressive; risks withdrawal symptoms • E: Outpatient taper is safe for uncomplicated cases; inpatient reserved for high-dose, complicated history, or poor social support  Long-term benzodiazepine discontinuation: convert short-acting (alprazolam) to long-acting (diazepam/clonazepam), then taper gradually over months. Abrupt discontinuation risks seizures.

Distractor Analysis: (A) Discontinue alprazolam and start buspirone for anxiety cover...: Incorrect for this clinical scenario. (B) Reduce alprazolam dose by 25% every 2 weeks until discontinu...: Incorrect for this clinical scenario. (D) Reduce alprazolam by 50% immediately, then taper the remaind...: Incorrect for this clinical scenario. (E) Refer to inpatient detoxification for medically supervised w...: Incorrect for this clinical scenario.

Clinical Pearl: Abrupt discontinuation risks seizures.",,active
8dbdd631-fa4b-4277-8502-e65b629aa960,B3_bipolar-depression-agent-choice,bipolar-depression-agent-choice,Batch3,Psychiatry,"A 38-year-old woman with bipolar I disorder presents with a 3-week depressive episode characterized by hypersomnia, low energy, anhedonia, and passive suicidal ideation. Her last manic episode was 2 years ago on no medications; she has been stable on lithium (level 0.8 mEq/L) since then. She has no history of rapid cycling.

What is the most appropriate pharmacologic addition for her depressive episode?","[{""text"":""Sertraline"",""label"":""A""},{""text"":""Quetiapine"",""label"":""B""},{""text"":""Lamotrigine"",""label"":""C""},{""text"":""Aripiprazole"",""label"":""D""},{""text"":""Bupropion"",""label"":""E""}]",B,"Pathophysiology: Bipolar depression treatment differs fundamentally from unipolar depression: FDA-approved for bipolar depression: 1. Quetiapine (monotherapy) 2. Lurasidone (monotherapy or adjunct to lithium/valproate) 3. Olanzapine-fluoxetine combination (Symbyax) 4.

Distractor Analysis: (A) Sertraline: Incorrect for this clinical scenario. (C) Lamotrigine: Incorrect for this clinical scenario. (D) Aripiprazole: Incorrect for this clinical scenario. (E) Bupropion: Incorrect for this clinical scenario.

Clinical Pearl: Avoid antidepressant monotherapy due to switch risk.",,active
